Gender,Age,Handness,Race,Education,Language,ImgID,Scan,Interval,Training,Face,People,Place,Activity,B75_Span,B75_L,B75_R,B90_Span,B90_L,B90_R,B95_Span,B95_L,B95_R,Distinc_Test,Distinc_Encode40,Distinc_Encode60,Distinc_Encode70,Mem_s
1,52,1,-1,12,-1,NEUR39_scan1_img04_day11_D.pt,1,11,-1,1,1,0,0,0.006065858,0.28571428600000004,0.7142857140000001,0.041998552,0.534482759,0.465517241,0.07869379,0.6190476189999999,0.380952381,0.434835956,3.725969857,1.339967803,0.643106101,8
1,52,1,-1,12,-1,NEUR39_scan1_img04_day18_S.pt,1,18,1,0,1,38,29,0.10745234,0.403225806,0.596774194,0.28674873300000003,0.813131313,0.186868687,0.50267666,0.886048988,0.113951012,0.452680831,2.323312586,0.889391138,0.8983236609999999,8
1,52,1,-1,12,-1,NEUR39_scan1_img05_day06_S.pt,1,6,1,0,0,0,27,0.013864818,0.3125,0.6875,0.038377987,0.679245283,0.320754717,0.398286938,0.591397849,0.408602151,0.35083373,2.62566691,1.432030556,0.985738434,4
1,52,1,-1,12,-1,NEUR39_scan1_img05_day10_D.pt,1,10,-1,0,0,38,29,0.0069324090000000005,0.75,0.25,0.005792904000000001,0.75,0.25,0.13276231300000002,0.084677419,0.915322581,0.36671348,1.5643402730000002,0.910591015,0.948147818,1
1,52,1,-1,12,-1,NEUR39_scan1_img06_day11_D.pt,1,11,-1,0,1,42,29,0.021663778,0.4,0.6,0.039826213,0.672727273,0.327272727,0.121520343,0.920704846,0.079295154,0.373347416,0.7941671290000001,0.538770483,0.729317801,4
1,52,1,-1,12,-1,NEUR39_scan1_img06_day19_S.pt,1,19,1,1,0,0,0,0.116117851,0.014925373,0.985074627,0.4503982620000001,0.395498392,0.604501608,0.332976445,0.395498392,0.604501608,0.424793397,4.295148998,0.94900579,0.497631128,8
1,52,1,-1,12,-1,NEUR39_scan1_img07_day18_S.pt,1,18,1,0,0,27,28,0.080589255,0.021505376,0.978494624,0.28674873300000003,0.03030303,0.96969697,0.50267666,0.555910543,0.444089457,0.35811665299999995,1.459301304,1.310861287,1.3508242869999998,4
1,52,1,-1,12,-1,NEUR39_scan1_img08_day11_D.pt,1,11,-1,0,1,22,29,0.012998267,0.533333333,0.466666667,0.06372194099999999,0.318181818,0.681818182,0.183083512,0.6520467839999999,0.347953216,0.379665768,1.7083632219999998,0.7869534579999999,0.8447465909999999,1
1,52,1,-1,12,-1,NEUR39_scan1_img09_day17_S.pt,1,17,1,0,0,0,7,0.020797227,0.333333333,0.666666667,0.17378711100000002,0.575,0.425,0.191648822,0.631284916,0.368715084,0.35579617,2.644422777,1.42932387,0.97852893,3
1,52,1,-1,12,-1,NEUR39_scan1_img10_day13_D.pt,1,13,-1,0,1,22,7,0.0069324090000000005,0.625,0.375,0.031136857,0.11627907,0.88372093,0.318522484,0.164705882,0.835294118,0.373858266,2.724107007,1.3845319180000002,1.157601949,3
